HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,11.995018225313283
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.522108911478483
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.479266519061989
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.455417914065778
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,12.05853505097316
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.40048745001151
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.764421917487008
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.727173568846068
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.720431021771319
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.077106563593961
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,138,10.912667353872685
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.215273861480958
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.357690119499075
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.314962924238245
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.217071930988542
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.617834878896966
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.027280851786465
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.883611141906965
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.36148538576691
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.69361838333744
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.004806772985276
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.596677890731314
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.48931738757702
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.439494186884346
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,11.390701332224854
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.801058335158986
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,11.870040312137347
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.723073165324248
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,12.894785006800006
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.280651221218394
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.818622381245033
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.727173568846068
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.751682231533106
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.213872150162555
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.8723110095329
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.561762604530474
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.201637826240061
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.076322665772274
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.455417914065778
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,13.048934251705282
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,12.801692440099783
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.696332230675697
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.461021018584015
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,13.00014376467812
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,10.928668563118356
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.933029564928534
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.845972208492759
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.688168493317365
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.79680219810959
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,12.934005237047081
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.671641455485796
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.813814431547321
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,12.894785006800006
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.083854162805563
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.546735203808643
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.873128179004302
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.083854162805563
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.723073165324248
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.142120619037657
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.472509375472486
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.357690119499075
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.502563308188346
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,12.59966758106785
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.746540563197815
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,11.8931137898936
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.49926824054369
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.931866090221957
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.391335705192915
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.448497119448882
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.390701332224854
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.472509375472486
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.801692440099783
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.179980998444357
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.79680219810959
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.502563308188346
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.201637826240061
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,11.135814550358592
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.318923538140995
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.179163828972955
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.504036071124311
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.71246244556088
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,12.923263447643553
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.781989137861805
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,12.05853505097316
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.593679235337024
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.197183251684256
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,13.006126146376113
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,12.825791238487056
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,11.000615406642888
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.596677890731314
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.663272783779616
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.441528093440446
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.393174425497119
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.959321958491552
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,12.091323752205017
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.469113604065504
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.146826760319465
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.420324785138387
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.969685279462622
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,11.872262861434606
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,11.927198337259366
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.614480087392462
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,12.357690119499075
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.365266302432104
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.54758572714582
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.4023053257368
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.492645352863956
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,498,10.912667353872685
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.420324785138387
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.27447400877728
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.894785006800006
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.48931738757702
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.24512026678084
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,11.921332906832516
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,206,11.197118228792599
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.505847554011094
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.210373379851719
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.848132615993713
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.219255370326987
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,12.825791238487056
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,11.888810703948277
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.738778149372832
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.132641367444291
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,13.073395797497655
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.882348801731128
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.905832911360365
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.440409319468273
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,12.201637826240061
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,13.00014376467812
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.222279003054432
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,11.005028880710118
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.183699216553281
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.066195446513223
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.727173568846068
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,11.921332906832516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.90142738763212
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.075985169527042
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.801692440099783
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.6056202798743
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.201637826240061
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,12.959321958491552
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.881361307788806
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.775966423505558
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,11.116261512815132
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.865469125104866
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.56473611104871
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.340433069413299
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,12.266174777931607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.842321378456028
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.573022889018809
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,12.101200899294
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.026857492329965
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.285347094365907
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.472509375472486
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.764421917487008
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.38024861693771
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.41135767854307
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.653069942864997
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,12.71246244556088
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,12.699038732975398
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,12.55072561424158
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.472509375472486
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.671641455485796
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,12.671641455485796
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.663272783779616
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,12.420324785138387
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.151510857537492
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.425099210603648
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.613847143551201
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.77072998915395
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,11.727173568846068
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.565169865465496
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.727173568846068
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.285347094365907
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.608583393811902
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.921332906832516
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,498,11.204373796213224
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.146826760319465
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,12.05339338263787
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,10.98273012019061
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.33413367122652
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.396837622780362
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.451963503920148
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.815973868302475
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,12.870537389727795
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,11.621815743678301
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.543425571618554
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.438025282665697
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,13.05841348299205
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,10.97519102464702
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.255700553931991
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.668338205206965
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.429216196844383
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.86070496147059
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.257806093036127
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.413155918217868
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.748376961818357
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.323494697516177
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.572433033757576
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,11.984028489659265
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.65690458947599
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.956020277658746
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.822488885034224
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,793,12.043030049531263
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,839,12.777001343365509
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.578549577811357
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,12.801692440099783
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.51115389666936
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,12.720431021771319
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.383959383034016
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.58462893708112
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.764421917487008
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.458363676977546
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,12.84932029680269
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,12.05853505097316
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.4023053257368
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.832178876259327
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.916762548783247
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.048203861234047
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.611537753638338
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.65200448506013
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.279211576886915
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.86070496147059
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.765711290347234
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,11.86070496147059
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,12.634860322456136
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,12.8723110095329
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,10.79285919505902
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.553855673297253
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.42026178010681
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.825791238487056
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.611537753638338
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.103652247930704
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.573022889018809
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,12.179163828972955
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.918390573078392
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.682688739165505
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.395005631911781
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.388699216326986
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.518877725743913
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.266174777931607
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.151510857537492
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,12.777001343365509
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.430982635772097
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.741358999617526
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.556214813068626
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.857578433681635
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.23227144033159
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.129334366775014
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,12.66885967262911
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.614480087392462
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.38065042566041
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.262873097098801
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,138,10.928668563118356
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,12.93826985160017
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.538110062861273
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,12.376524029753641
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.106103127850105
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.000468132113847
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,11.96956519375783
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.170030874182908
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.733572478780559
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,13.077106563593961
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.683376849193696
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,11.89147833226822
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.484306473562295
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.589553117205119
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.286795122108467
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.011279642540796
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.334610968503377
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.60983436613825
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.686611211941226
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.10658927004522
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.620345517819311
